ID	CATEGORY	SOURCE	TITLE
0	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286984985&emp_id=51010&pos=1&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Prime Raiden MP13203023
1	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286984995&emp_id=51010&pos=2&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Prime Quarto de Bebê MP13202608
2	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985009&emp_id=51010&pos=3&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Prime Quatro Naipes 02 MP13202501
3	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985013&emp_id=51010&pos=4&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Prime Táboas de Madeira MP13199822
4	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985023&emp_id=51010&pos=5&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Prime Urso de Goma MP13202620
5	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985035&emp_id=51010&pos=6&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Prime The Flash 03 MP13201685
6	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985038&emp_id=51010&pos=7&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Sea Camouflage MP13199789
7	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985048&emp_id=51010&pos=8&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Tetris 01 MP13201820
8	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985050&emp_id=51010&pos=9&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Red XIII Fantasy Drink MP13202312
9	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985087&emp_id=51010&pos=10&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J2 Unicórnio 02 MP13203286
10	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985099&emp_id=51010&pos=11&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J3 2016 Barcelona 02 MP13202004
11	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985112&emp_id=51010&pos=12&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J3 2016 Caveira David Bowie MP13202134
12	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985114&emp_id=51010&pos=13&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J3 2016 Bananas 01 MP13202716
13	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985179&emp_id=51010&pos=14&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J3 2016 Harry Potter 12 MP13203174
14	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985189&emp_id=51010&pos=15&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J3 2016 Coca Cola Molotov MP13202073
15	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985201&emp_id=51010&pos=16&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J3 2016 Coração 11 MP13205021
16	capa-para-celular-e-smartphone	https://www.buscape.com.br/redirect_prod?id=4667&prod_id=286985212&emp_id=51010&pos=17&pg=PROCURA&cn=0&nc=12700120161031105552&az=9d847f29dafc0b1b9e4de8a43bb1627c	Capa para Galaxy J3 2016 Leão de Jah Transparente MP13203143
